Manufacturer,Name,Edge Type,Thickness (mm),Width (mm),Length (mm),Weight (kg/sqm),NRC,alpha w,Fire Rating,STC,Rw,IIC,Index
Boral,1 x 10mm Boral Wetstop,RE,10,1200,2400,7.4,,,,,,,294
Boral,1 x 10mm Boral Wetstop,RE,10,1200,2700,7.4,,,,,,,295
Boral,1 x 10mm Boral Wetstop,RE,10,1200,3000,7.4,,,,,,,296
Boral,1 x 10mm Boral Wetstop,RE,10,1200,3600,7.4,,,,,,,297
Boral,1 x 10mm Boral Wetstop,RE,10,1200,4200,7.4,,,,,,,298
Boral,1 x 10mm Boral Wetstop,RE,10,1200,6000,7.4,,,,,,,299
Boral,1 x 10mm Boral Wetstop,RE,10,1350,3600,7.4,,,,,,,300
Boral,1 x 10mm Boral Wetstop,RE,10,1350,5400,7.4,,,,,,,301
Boral,1 x 13mm Boral Wetstop,RE,13,1200,2700,9.4,,,,,,,302
Boral,1 x 13mm Boral Wetstop,RE,13,1200,3000,9.4,,,,,,,303
Boral,1 x 13mm Boral Wetstop,RE,13,1200,3600,9.4,,,,,,,304
Boral,1 x 10mm Boral Firerock,SE,10,1200,2700,9.5,,,,,,,305
Boral,1 x 10mm Boral Firerock,SE,10,1200,3000,9.5,,,,,,,306
Boral,1 x 13mm Boral Firerock,RE,13,1200,3000,12,,,,,,,307
Boral,1 x 16mm Boral Firerock,RE,16,1200,3000,15,,,,,,,308
Siniat,1 x 10mm Siniat Mastashield,,10,1200,2400,6.3,,,,,,,309
Siniat,1 x 10mm Siniat Mastashield,,10,1200,2700,6.3,,,,,,,310
Siniat,1 x 10mm Siniat Mastashield,,10,1200,3000,6.3,,,,,,,311
Siniat,1 x 10mm Siniat Mastashield,,10,1200,3600,6.3,,,,,,,312
Siniat,1 x 10mm Siniat Mastashield,,10,1200,4200,6.3,,,,,,,313
Siniat,1 x 10mm Siniat Mastashield,,10,1200,4800,6.3,,,,,,,314
Siniat,1 x 10mm Siniat Mastashield,,10,1200,6000,6.3,,,,,,,315
Siniat,1 x 10mm Siniat Mastashield,,10,1275,6000,6.3,,,,,,,316
Siniat,1 x 10mm Siniat Mastashield,,10,1350,2400,6.3,,,,,,,317
Siniat,1 x 10mm Siniat Mastashield,,10,1350,2700,6.3,,,,,,,318
Siniat,1 x 10mm Siniat Mastashield,,10,1350,3000,6.3,,,,,,,319
Siniat,1 x 10mm Siniat Mastashield,,10,1350,3600,6.3,,,,,,,320
Siniat,1 x 10mm Siniat Mastashield,,10,1350,4200,6.3,,,,,,,321
Siniat,1 x 10mm Siniat Mastashield,,10,1350,4800,6.3,,,,,,,322
Siniat,1 x 10mm Siniat Mastashield,,10,1350,6000,6.3,,,,,,,323
Siniat,1 x 13mm Siniat Mastashield,,13,1200,2400,8.4,,,,,,,324
Siniat,1 x 13mm Siniat Mastashield,,13,1200,2700,8.4,,,,,,,325
Siniat,1 x 13mm Siniat Mastashield,,13,1200,3000,8.4,,,,,,,326
Siniat,1 x 13mm Siniat Mastashield,,13,1200,3600,8.4,,,,,,,327
Siniat,1 x 13mm Siniat Mastashield,,13,1200,4200,8.4,,,,,,,328
Siniat,1 x 13mm Siniat Mastashield,,13,1200,4800,8.4,,,,,,,329
Siniat,1 x 13mm Siniat Mastashield,,13,1200,6000,8.4,,,,,,,330
Siniat,1 x 13mm Siniat Mastashield,,13,1200,6000,8.4,,,,,,,331
Siniat,1 x 13mm Siniat Mastashield,,13,1350,3000,8.4,,,,,,,332
Siniat,1 x 13mm Siniat Mastashield,,13,1350,3600,8.4,,,,,,,333
Siniat,1 x 13mm Siniat Mastashield,,13,1350,4800,8.4,,,,,,,334
Siniat,1 x 10mm Siniat Spanshield,,10,900,3600,6.8,,,,,,,335
Siniat,1 x 10mm Siniat Spanshield,,10,900,4800,6.8,,,,,,,336
Siniat,1 x 10mm Siniat Spanshield,,10,900,6000,6.8,,,,,,,337
Siniat,1 x 10mm Siniat Spanshield,,10,1200,2400,6.8,,,,,,,338
Siniat,1 x 10mm Siniat Spanshield,,10,1200,2700,6.8,,,,,,,339
Siniat,1 x 10mm Siniat Spanshield,,10,1200,3000,6.8,,,,,,,340
Siniat,1 x 10mm Siniat Spanshield,,10,1200,3600,6.8,,,,,,,341
Siniat,1 x 10mm Siniat Spanshield,,10,1200,4200,6.8,,,,,,,342
Siniat,1 x 10mm Siniat Spanshield,,10,1200,4800,6.8,,,,,,,343
Siniat,1 x 10mm Siniat Spanshield,,10,1200,6000,6.8,,,,,,,344
Siniat,1 x 10mm Siniat Spanshield,,10,1350,2400,6.8,,,,,,,345
Siniat,1 x 10mm Siniat Spanshield,,10,1350,3000,6.8,,,,,,,346
Siniat,1 x 10mm Siniat Spanshield,,10,1350,3600,6.8,,,,,,,347
Siniat,1 x 10mm Siniat Spanshield,,10,1350,4200,6.8,,,,,,,348
Siniat,1 x 10mm Siniat Spanshield,,10,1350,4800,6.8,,,,,,,349
Siniat,1 x 10mm Siniat Spanshield,,10,1350,6000,6.8,,,,,,,350
Siniat,1 x 10mm Siniat Watershield,,10,1200,2400,7.5,,,,,,,351
Siniat,1 x 10mm Siniat Watershield,,10,1200,2700,7.5,,,,,,,352
Siniat,1 x 10mm Siniat Watershield,,10,1200,3000,7.5,,,,,,,353
Siniat,1 x 10mm Siniat Watershield,,10,1200,3600,7.5,,,,,,,354
Siniat,1 x 10mm Siniat Watershield,,10,1200,4200,7.5,,,,,,,355
Siniat,1 x 10mm Siniat Watershield,,10,1200,6000,7.5,,,,,,,356
Siniat,1 x 10mm Siniat Watershield,,10,1350,3000,7.5,,,,,,,357
Siniat,1 x 10mm Siniat Watershield,,10,1350,3600,7.5,,,,,,,358
Siniat,1 x 10mm Siniat Watershield,,10,1350,4800,7.5,,,,,,,359
Siniat,1 x 10mm Siniat Watershield,,10,1350,6000,7.5,,,,,,,360
Siniat,1 x 13mm Siniat Watershield,,13,1200,2700,9.6,,,,,,,361
Siniat,1 x 13mm Siniat Watershield,,13,1200,3000,9.6,,,,,,,362
Siniat,1 x 13mm Siniat Watershield,,13,1200,3600,9.6,,,,,,,363
Siniat,1 x 13mm Siniat Watershield,,13,1350,3000,9.6,,,,,,,364
Siniat,1 x 10mm Siniat Soundshield,,10,1200,3600,8.4,,,,,,,365
Siniat,1 x 10mm Siniat Soundshield,,10,1200,6000,8.4,,,,,,,366
Siniat,1 x 10mm Siniat Soundshield,,10,1350,3600,8.4,,,,,,,367
Siniat,1 x 10mm Siniat Soundshield,,10,1350,6000,8.4,,,,,,,368
Siniat,1 x 13mm Siniat Soundshield,,13,1200,3000,12.3,,,,,,,369
Siniat,1 x 13mm Siniat Fireshield,,13,1200,2700,10.5,,,,,,,370
Siniat,1 x 13mm Siniat Fireshield,,13,1200,3000,10.5,,,,,,,371
Siniat,1 x 13mm Siniat Fireshield,,13,1200,3600,10.5,,,,,,,372
Siniat,1 x 13mm Siniat Fireshield,,13,1350,3000,10.5,,,,,,,373
Siniat,1 x 13mm Siniat Fireshield,,13,1350,3600,10.5,,,,,,,374
Siniat,1 x 16mm Siniat Fireshield,,16,1200,2400,13,,,,,,,375
Siniat,1 x 16mm Siniat Fireshield,,16,1200,2700,13,,,,,,,376
Siniat,1 x 16mm Siniat Fireshield,,16,1200,3000,13,,,,,,,377
Siniat,1 x 16mm Siniat Fireshield,,16,1200,3600,13,,,,,,,378
Siniat,1 x 16mm Siniat Fireshield,,16,1350,3000,13,,,,,,,379
Siniat,1 x 16mm Siniat Fireshield,,16,1350,3600,13,,,,,,,380
Siniat,1 x 6.5mm Siniat Curveshield,,6.5,1200,3600,4.6,,,,,,,381
Siniat,1 x 25mm Siniat Shaftliner,,25,600,3000,21.9,,,,,,,382
Siniat,1 x 25mm Siniat Shaftliner,,25,600,3600,21.9,,,,,,,383
Siniat,1 x 25mm Siniat Intershield,,25,600,3000,21.9,,,,,,,384
Siniat,1 x 25mm Siniat Intershield,,25,600,3600,21.9,,,,,,,385
Siniat,1 x 10mm Siniat Opal,,10,1200,6000,8.4,,,,,,,386
Siniat,1 x 10mm Siniat Opal,,10,1350,6000,8.4,,,,,,,387
Siniat,1 x 13mm Siniat Multishield,,13,1200,3000,10.7,,,,,,,388
Siniat,1 x 13mm Siniat Multishield,,13,1200,3600,10.7,,,,,,,389
Siniat,1 x 16mm Siniat Multishield,,16,1200,3000,13,,,,,,,390
Siniat,1 x 16mm Siniat Multishield,,16,1200,3600,13,,,,,,,391
Siniat,1 x 16mm Siniat Multishield,,16,1350,3000,13,,,,,,,392
Siniat,1 x 13mm Siniat Trurock,,13,1200,3000,12.3,,,,,,,393
Siniat,1 x 13mm Siniat Trurock,,13,1200,3600,12.3,,,,,,,394
Siniat,1 x 13mm Siniat Trurock,,13,1350,4200,12.3,,,,,,,395
Siniat,1 x 16mm Siniat Trurock,,16,1200,3000,14.8,,,,,,,396
Siniat,1 x 13mm Siniat Trurock Hd,,13,1200,3000,12.3,,,,,,,397
Siniat,1 x 13mm Siniat Trurock Hd,,13,1200,3600,12.3,,,,,,,398
